record_id	kind	current_owner	current_path	symbol_or_identity	current_contract_or_dependencies	destination	owning_phase	owner	test_ids	status	provenance	notes
P4-COMPAT-001	compatibility_alias	RepoPrompt	Sources/RepoPrompt/App/CoreCompatibilityAliases.swift	Phase 4 engine/model/search/slice/codemap aliases	temporary app names and narrow forwarding adapters only; one concrete owner remains	RepoPromptCore concrete declarations	4	app-compatibility		temporary	Phase 4 compile migration	Remove only after downstream app call sites migrate; aliases construct no backend and accept no writes.
P4-TOKEN-001	retained_app_policy	RepoPrompt	Sources/RepoPrompt/Features/Prompt	Phase 4 token collaborator boundary	Phase 2 Core token accounting values remain Core; prompt token service/orchestration remains app-owned for Phase 6	RepoPrompt; Sources/RepoPromptCore/WorkspaceContext/TokenAccounting	4	token-accounting		retained_app	Phase 4 scope audit	No Phase 6 factual prompt routing or TokenCalculationService authority move is included; Phase 4 store/codemap extraction reuses existing neutral accounting leaves only.
P4-TST-CORE-001	test_move	RepoPromptTests	Tests/RepoPromptTests/Services/FileSystem; Tests/RepoPromptTests/WorkspaceContext	212 exact deterministic methods / 263 scenarios	store, ingress, lookup, search, indexes, caches, slices, codemap, ordering, generation, backpressure, and cancellation	RepoPromptCoreTests	4	test-owner	core/RepoPromptCoreTests.FileSystemAcceptedIngressBarrierTests; core/RepoPromptCoreTests.WorkspaceFileContextStoreTests; core/RepoPromptCoreTests.StoreBackedWorkspaceSearchTests	implemented	Phase 4 authoritative lists and curated ledger SHA 69c566a6aa2dc1bf9eb325f7675dfae15116d6f8a4382a159b20de590936693c	Supersedes P4-TST-PENDING for Core: every old/root to new/core exact ID mapping and preserved reviewed scenario count is recorded in place in Scripts/Fixtures/test-suite-contract-ledger.tsv.
P4-TST-MAC-001	test_move	RepoPromptTests	Tests/RepoPromptTests/Services/FileSystem	21 exact platform methods / 21 scenarios	real macOS content I/O, symlink, decoder, worker, watcher, and recovery behavior	RepoPromptCoreMacOSTests	4	test-owner	core-macos/RepoPromptCoreMacOSTests.FileSystemContentLoadingConcurrencyTests; core-macos/RepoPromptCoreMacOSTests.FileSystemServiceRecoveryTests	implemented	Phase 4 authoritative lists and curated ledger SHA 69c566a6aa2dc1bf9eb325f7675dfae15116d6f8a4382a159b20de590936693c	Supersedes P4-TST-PENDING for CoreMacOS: exact old/root to new/core-macos mappings and all scenario counts are preserved in the curated ledger.
P4-TST-ROOT-001	retained_app_policy	RepoPromptTests	Tests/RepoPromptTests/WorkspaceContext	root-retained app composition/authority integrations	33 store, 5 search, 3 replay, 2 slice methods plus other app policy/composition suites remain root-faithful	RepoPromptTests	4	test-owner	root/RepoPromptTests.WorkspaceFileContextStoreTests; root/RepoPromptTests.StoreBackedWorkspaceSearchTests; root/RepoPromptTests.SelectionSlicePersistenceAndRebaseTests	retained_app	Phase 4 lowest-faithful audit	The final root census is 1622 methods / 2101 scenarios including the one new parity method; deterministic engine-only methods moved to Core/CoreMacOS.
P4-PARITY-002	temporary_test_harness	RepoPromptTests	Tests/RepoPromptTests/WorkspaceContext/WorkspaceFileContextCoreParityTests.swift	testImmutableLegacyFileProjectionMatchesDirectCorePathSearchSnapshot	fixed immutable legacy FileViewModel adapter versus direct Core descriptors; exact alias-qualified ordered output	RepoPromptTests	4	test-owner	root/RepoPromptTests.WorkspaceFileContextCoreParityTests/testImmutableLegacyFileProjectionMatchesDirectCorePathSearchSnapshot	implemented	Phase 4 authoritative parity ticket 25356fcf-53ca-4bf6-bd1c-28d1a93b6d24	Supersedes P4-PARITY-001: ReplayEvidenceHarness is ordinary moved coverage, not parity. This sole parity harness constructs no store, watcher, persistence, revision allocator, command ingress, or writer; remove with the legacy app projection.
P4-LEDGER-001	test_census	Scripts/Fixtures/test-suite-contract-ledger.tsv	Scripts/Fixtures/test-suite-contract-ledger.tsv	1884 exact live methods / 2429 scenarios	root 1622/2101; Core 218/275; CoreMacOS 34/34; POSIX 3/3; provider 7/16	Scripts/Fixtures/test-suite-contract-ledger.tsv	4	test-owner		implemented	Phase 4 verify-ledger	233 physical test moves preserve zero scenario delta; the one temporary parity method adds one method and one scenario.
P4-REV-001	independent_review	Phase 4 diff	Sources/RepoPromptCore/Platform/OrderedEventStream.swift; Sources/RepoPromptCore/WorkspaceContext/WorkspaceFileContextStore.swift; Sources/RepoPrompt/App/CoreAdapters/LegacyWorkspaceRuntimeFactory.swift	ordered ingress teardown and diagnostic preservation	active observer invalidation, serialized sends, close-before-cancel, exact begin/end diagnostic sink/context, request identity, and privacy-preserving unload faults	RepoPromptCore; RepoPrompt	4	independent-review		implemented	Phase 4 /root/dependency_map and /root/dependency_map/ordered_stream_review	P1/P2 findings corrected; no Phase 5 authority or construction leakage found. RepoPrompt Oracle review was unavailable because its transport was closed.
P4-PKG-001	package_gate	RepoPrompt CE debug package	Scripts/package_app.sh; .build/arm64-apple-macosx/debug	RepoPrompt.app and executable separation	signed arm64 app plus embedded repoprompt-mcp; standalone repoprompt-headless remains outside the app bundle	debug package	4	package-control-plane		implemented	Phase 4 ticket 3ce0a596-7eaa-4a14-82f4-368691af9b88	Architecture, signature, helper layout, and non-launching embedded-helper smoke passed; no visible app was launched.
P4-FINAL-001	gate_evidence	Phase 4	docs/core-isolation/phases/phase-4.md	workspace/file-context engine extraction	behavior, performance, exact lists/ledger, style, guardrails, Xcode, target/product builds, full suites, and package all green	Phase 4 close gate	4	phase-lead		no_go	Phase 4 final validation 2026-06-21	Supersedes Phase 4 pending-validation rows. Sole blocker is the unrun visible packaged app-proxy smoke: explicit immediate launch approval was requested but not received; Phase 5 remains unstarted.
P4-LIVE-001	live_gate	RepoPrompt CE debug package	conductor run; conductor smoke; conductor app stop	packaged app-proxy runtime and exact debug lifecycle	approved launch, one cold plus four warm app-proxy smokes, matching-app stop, and stopped-process proof	Phase 4 live gate	4	package-runtime		implemented	Phase 4 approved continuation tickets 4f51fc45-a546-441c-807c-ac31d1c0e9c2 and 149add76-a2e7-4bd1-a151-c7c6432a44f9	All five smoke tickets exited 0 with measurementInvalid=false; status ticket 2b78d7b3-1617-446b-9f75-0a715df3a34a reported no matching debug PIDs.
P4-FINAL-002	gate_evidence	Phase 4	docs/core-isolation/phases/phase-4.md	workspace/file-context engine extraction final close	all deterministic, performance, package, and approved live runtime gates green	Phase 4 close gate	4	phase-lead		go	Phase 4 approved lifecycle continuation 2026-06-21	Supersedes P4-FINAL-001 NO-GO after its sole approval blocker was closed. Changes remain uncommitted and Phase 5 remains unstarted.
P5-AUTH-001	authority_cutover	RepoPrompt	Sources/RepoPrompt/Features/Workspaces/ViewModels/WorkspaceManagerViewModel.swift	ordered workspace/tab state, active ID, dirty/saved and selection generations	one selected command ingress and immutable session snapshots	Sources/RepoPromptCore/Workspaces/Session	5	core-session		implemented_pending_validation	Phase 5 from checkpoint e76b39f1	Manager remains app policy/presentation; compatibility mutation reconciliation is deferred Phase 9 cleanup.
P5-RUNTIME-001	implementation_add	none	Sources/RepoPromptCore/Workspaces/Session	WorkspaceSessionController; RepoPromptCoreSession; RepoPromptCoreSessionHandle; RepoPromptCoreHost	hydration, activation/admission, CAS commands, receipts, persistence and teardown	RepoPromptCore	5	core-session	core/RepoPromptCoreTests.WorkspaceSessionControllerTests; core/RepoPromptCoreTests.RepoPromptCoreSessionTests	implemented_pending_validation	Phase 5 focused tickets 63e68f5d-c04c-43ce-bf31-be1e50f117ef and cef68b24-856b-4233-8b4c-a464eceb02b2	Exact IDs and scenario rows await authoritative list/ledger reconciliation.
P5-PERSIST-001	implementation_move	RepoPrompt	WorkspaceManagerViewModel.WorkspaceDiskWriter	per-URL arbitration, stale-disk reconciliation, normalization CAS and index/workspace writes	selected persistence and byte-compatible reconciliation	Sources/RepoPromptCore/Workspaces/Session/WorkspaceSessionPersistenceCoordinator.swift	5	core-session	core/RepoPromptCoreTests.WorkspaceSessionPersistenceCoordinatorTests	implemented_pending_validation	Phase 5 focused ticket 29852d2d-8571-4129-88d5-d2f0bf44bb97	Legacy nested writer remains only for next-launch/test fallback until final direct-path audit.
P5-APP-001	implementation_add	none	Sources/RepoPrompt/App/CoreAdapters	RepoPromptAppCoreContainer; LegacyWorkspaceSessionBackend; WorkspaceSessionObservationBridge	immutable preconstruction backend choice, no inactive factory evaluation, one-way snapshot application, next-launch rollback	RepoPrompt	5	app-composition	root/RepoPromptTests.WorkspaceAuthorityCutoverTests	implemented_pending_validation	Phase 5 focused ticket 10c9a3f2-bc27-4525-b7ea-3ddf539a02d7	Visible runtime and exact list/ledger gates remain pending.
P5-MCP-001	routing_cutover	RepoPrompt	Sources/RepoPrompt/Infrastructure/MCP	workspace logical binding and mutation routing	selected session identity/admission token; mapping after admission; no Core-mode tab-write fallback	RepoPrompt	5	mcp-routing		implemented_pending_validation	Phase 5 source audit	Phase 7 draining/replacement registries remain excluded.
P5-GUARD-001	structural_guard	Scripts	Scripts/core_isolation_guardrails.py	Phase 5 authority ownership and capability boundaries	six exact owners, one backend-key owner, observation-only bridge, no headless authority construction	Scripts/core_isolation_guardrails.py	5	guardrails		implemented_pending_validation	Phase 5 guard fixtures	Twelve negative/graph fixtures currently pass; full guard ladder pending.
P5-AUTH-002	authority_cutover	RepoPromptCore	Sources/RepoPromptCore/Workspaces/Session; Sources/RepoPrompt/Features/Workspaces/ViewModels/WorkspaceManagerViewModel.swift	workspace/tab/root state and receipt-first app projection	one selected ingress; observation-only private-set manager projection; no selected manager writer/generation fallback	RepoPromptCore session + app projection adapter	5	core-session	core/RepoPromptCoreTests.RepoPromptCoreSessionTests; root/RepoPromptTests.WorkspaceAuthorityCutoverTests	implemented	Phase 5 remediation from Oracle export 2026-06-21	Supersedes P5-AUTH-001: selected paths are receipt-first; the DEBUG no-session XCTest adapter is release-absent and is not a runtime backend.
P5-LIFE-001	lifecycle_cutover	RepoPromptCore; RepoPrompt	Sources/RepoPromptCore/Workspaces/Session/RepoPromptCoreSession.swift; Sources/RepoPrompt/App/CoreAdapters/WorkspaceSessionStoreLifecycle.swift	root hydration, watcher readiness, unload, refresh, replacement, reload, switch recovery and immutable queries	opaque session-owned lifecycle plus fail-closed non-escalating query capability	RepoPromptCore session orchestration over Phase 4 store	5	core-session	core/RepoPromptCoreTests.RepoPromptCoreSessionTests; root/RepoPromptTests.WorkspaceAuthorityCutoverTests	implemented	Focused tickets 8db34cf6-d470-4867-8369-d23ac63ded0a and 6f28503c-a8d3-47a8-84f1-77fc36e2d1b7	Readiness follows root load, watcher demand, and applied ingress; switches preserve activation while advancing lifecycle/state generations.
P5-SELECT-001	selection_cutover	RepoPrompt	Sources/RepoPrompt/Infrastructure/WorkspaceContext/Selection/WorkspaceSelectionCoordinator.swift	expected-revision selection mutation and mirror sequencing	typed outcomes; atomic selection/non-selection patch; bounded deterministic stale rebase; identity and activation fences	selected session command ingress	5	selection	root/RepoPromptTests.WorkspaceSelectionCoordinatorTests; core/RepoPromptCoreTests.WorkspaceSessionControllerTests	implemented	Focused tickets bd5844db-2192-436f-8618-b103fb4a9305 and 60d01c48-8a80-476e-871a-aeddcbb8dc22	Canonical revisions live only in the selected backend; mirror counters remain noncanonical MainActor sequencing.
P5-MCP-002	routing_cutover	RepoPrompt	Sources/RepoPrompt/Infrastructure/MCP/MCPBindingResolver.swift; Sources/RepoPrompt/Infrastructure/MCP/MCPConnectionManager.swift; Sources/RepoPrompt/Infrastructure/MCP/WindowRoutingService.swift; Sources/RepoPrompt/Infrastructure/MCP/ViewModels/MCPServerViewModel+TabContext.swift	exact admitted workspace-session request binding	admit before mapping; coherent window/session/activation/logical identity; TaskLocal propagation; no retarget	selected ingress	5	mcp-routing	root/RepoPromptTests.TabContextRoutingTests	implemented	Focused ticket 18b05eb1-a69f-4aa5-a419-3adc21108051	Supersedes P5-MCP-001. DEBUG no-session test compositions retain routing compatibility without creating a production mutation capability.
P5-ROLLBACK-001	rollback_parity	RepoPrompt	Sources/RepoPrompt/App/CoreAdapters/LegacyWorkspaceSessionBackend.swift	complete common workspace command, persistence, reload and lifecycle semantics	same backend-neutral facade and externally observable receipts/snapshots/bytes as Core	next-launch legacy backend through Phase 8	5	app-composition	root/RepoPromptTests.WorkspaceAuthorityCutoverTests	implemented	Parity tickets f5c578a7 and 07c07d7b	No live backend switch, inactive writer/watcher/revision authority, or writable shadow.
P5-LEDGER-001	test_census	Scripts/Fixtures/test-suite-contract-ledger.tsv	Scripts/Fixtures/test-suite-contract-ledger.tsv	1,917 exact live methods	Core 235; CoreMacOS 34; POSIX 3; provider 7; root 1,638	curated XCTest ledger	5	test-owner		implemented	Phase 5 verify-ledger 2026-06-21	Twenty-two Phase 5 methods were added surgically; no stale IDs remain.
P5-FINAL-001	gate_evidence	Phase 5	docs/core-isolation/phases/phase-5.md	atomic workspace authority cutover	architecture and focused deterministic lanes green; full root/platform/build/package, Oracle and approved live gates pending	Phase 5 close gate	5	phase-lead		no_go	Phase 5 remediation checkpoint 2026-06-21	Do not weaken authority boundaries to pass evidence tooling; append a superseding GO row only after every remaining lane is green.
P5-FINAL-002	gate_evidence	Phase 5	docs/core-isolation/phases/phase-5.md	atomic workspace authority cutover	all deterministic, structural, style, ledger, build, Xcode, signed-package, Oracle and approved live lifecycle gates green	Phase 5 close gate	5	phase-lead		go	Oracle GO and approved live evidence 2026-06-21	Supersedes P5-FINAL-001; relaunch df1df8ca, smokes dd33ec37 and 7e7cf414, stop eb145f35, PID 50310 absent, changes uncommitted.
P6-CORE-001	implementation_move	RepoPrompt	Sources/RepoPrompt/Features/Prompt/Services/PromptContextAccountingService.swift; Sources/RepoPrompt/Infrastructure/WorkspaceContext/TokenAccounting/TokenCalculationService.swift	prompt entry resolution, slice assembly, token evaluation, tree and factual rendering	one generation-fenced Core factual implementation	Sources/RepoPromptCore/WorkspaceContext/Prompt; Sources/RepoPromptCore/WorkspaceContext/TokenAccounting; Sources/RepoPromptCore/CodeMap/CodeMapSnapshotRenderer.swift	6	core-prompt	core/RepoPromptCoreTests.PromptContextAccountingServiceTests; core/RepoPromptCoreTests.PromptFactualContextCaptureServiceTests	implemented_pending_validation	Phase 6 focused tickets fdd66c45 and 16f44f83	App files retain Phase 9 compatibility aliases only.
P6-PROVIDER-001	construction_cutover	RepoPrompt	Sources/RepoPrompt/App/CoreAdapters	CorePromptFactualContextProvider; LegacyPromptFactualContextProvider; DeferredPromptFactualContextProvider	exact Phase 5 admission and one selected provider	selected Phase 5 construction branch	6	app-composition	root/RepoPromptTests.WorkspaceAuthorityCutoverTests	implemented_pending_validation	Phase 6 source and focused build audit	Inactive adapter is never constructed; selection remains next-launch only.
P6-APP-001	caller_cutover	RepoPrompt	PromptViewModel; PromptViewModel+HeadlessPlan; AgentContextExportResolver; MCP workspace export; TokenCountingViewModel	prompt, clipboard, headless, Agent/MCP export and persistent recount factual access	construction-selected factual provider and rendered Core snapshot	RepoPrompt app orchestration	6	app-prompt	root/RepoPromptTests.PromptContextPreAssemblyServiceTests	implemented_pending_validation	Root preassembly ticket 245fdb01	Unavailable capture aborts output and preserves pasteboard/last token display.
P6-TEST-001	test_move	RepoPromptTests	Tests/RepoPromptTests/Prompt/PromptContextAccountingServiceTests.swift	root/RepoPromptTests.PromptContextAccountingServiceTests/*	core/RepoPromptCoreTests.PromptContextAccountingServiceTests/*	Tests/RepoPromptCoreTests/Prompt/PromptContextAccountingServiceTests.swift	6	core-tests	10 exact methods; 11 scenarios	implemented_pending_ledger	Phase 6 physical test move	Authoritative lists and ledger verification remain required before GO.
P6-GUARD-001	structural_guard	Scripts	Scripts/core_isolation_guardrails.py; Scripts/test_core_isolation_guardrails.py	Git-authority, privacy, exact-admission, provider-construction and packaging boundaries	negative and live Core-isolation guards	Scripts	6	guardrails		implemented	19 negative fixtures plus live guard 2026-06-21	Phase 7 and Phase 8 construction remains rejected.
P6-FINAL-001	gate_evidence	Phase 6	docs/core-isolation/phases/phase-6.md	factual prompt projection and accounting	focused implementation lanes green; full ledger/style/test/package/review/live gates pending	Phase 6 close gate	6	phase-lead		no_go	Phase 6 checkpoint 2026-06-21	Append a superseding GO row only after every required lane closes.
P6-CORE-002	implementation_move	RepoPromptCore	Sources/RepoPromptCore/WorkspaceContext/Prompt; Sources/RepoPromptCore/WorkspaceContext/TokenAccounting; Sources/RepoPromptCore/CodeMap/CodeMapSnapshotRenderer.swift	one admitted immutable factual generation	frozen authorized artifacts, exact projection, generation/worktree fences, deterministic tree/codemap/content bytes and token totals	RepoPromptCore	6	core-prompt	core/RepoPromptCoreTests.PromptFactualContextCaptureServiceTests	implemented	Phase 6 final Core ticket 0ed44f33-405e-4b1f-a9e2-8a79cc955ea5	Supersedes P6-CORE-001 pending validation; Core has no Git authority and factual result models expose no physical path.
P6-GUARD-002	structural_guard	Scripts	Scripts/core_isolation_guardrails.py; Scripts/test_core_isolation_guardrails.py	Phase 6 authority, dependency, admission and privacy boundary	20 negative fixtures plus final live source/target guard	Scripts	6	guardrails		implemented	Phase 6 final guard ticket bc760572-544f-4f2d-9f14-a9b0d586bce5	Supersedes P6-GUARD-001 fixture count; result-only privacy scan is clean and the sole physical location token is package-internal slice lookup input.
P6-REV-001	independent_review	Phase 6 diff	Core prompt capture/render/accounting; app authorization/provider/preassembly/callers	MAP participation and ordering plus hostile artifact alias privacy	artifact-first entry/render parity and central safe-relative alias validation	RepoPromptCore; RepoPrompt	6	independent-review		implemented	Oracle review chat untitled-chat-235D5B over Git snapshot 2026-06-21/2232	All three P1 findings corrected and focused regressions passed; explicit request scope yielding to the frozen validated projection is intentional and non-widening.
P6-LEDGER-001	test_census	Scripts/Fixtures/test-suite-contract-ledger.tsv	Scripts/Fixtures/test-suite-contract-ledger.tsv	1,920 exact live methods / 2,469 scenarios	Core 249/314; CoreMacOS 34/34; POSIX 3/3; provider 7/16; root 1,627/2,102	curated XCTest ledger	6	test-owner		implemented	Phase 6 verify-ledger 2026-06-21	Ten accounting methods and eleven scenarios moved from root to Core; new factual coverage and all retained root IDs reconcile exactly.
P6-LIVE-001	live_gate	RepoPrompt CE debug package	conductor app relaunch; workspace_context; conductor smoke; conductor app stop	construction-selected factual provider and exact debug lifecycle	signed packaged relaunch, generic smoke, 10,199-token live factual capture, matching-app stop and executable-identity proof	Phase 6 live gate	6	package-runtime		implemented	Phase 6 tickets d2935afa; 2e75fe6d; e40c7c79; 7c4875d4	PID 45446 launched; live accounting reported construction_selected_factual_provider; status/helper found zero matching processes after stop.
P6-FINAL-002	gate_evidence	Phase 6	docs/core-isolation/phases/phase-6.md	factual prompt projection and accounting final close	all deterministic, full-root, platform, provider, style, ledger, structural, privacy, product, signed-package, Oracle and approved live gates green	Phase 6 close gate	6	phase-lead		go	Phase 6 final validation 2026-06-21	Supersedes P6-FINAL-001. Authoritative root b41e17e4 passed with a 300-second stall detector after branch-related AsyncLimiter and full-order fixture stabilization; changes remain uncommitted and Phase 7+ is unstarted.
P7-CORE-001	implementation_add	none	Sources/RepoPromptCore/Workspaces/Runtime	actor-owned runtime lifecycle identity, strong retained handle, restricted admitted handle and exact request counts	created-active-draining-removed with post-suspension fences and exactly-once shutdown	RepoPromptCore	7	core-runtime	core/RepoPromptCoreTests.WorkspaceRuntimeLifecycleRegistryTests	implemented_pending_validation	Phase 7 focused ticket ded00351-5072-466a-989e-99d521d79c57	No window/UI/MCP concepts enter Core; admitted handles expose neither admit nor shutdown.
P7-ADAPTER-001	implementation_add	none	Sources/RepoPrompt/Infrastructure/MCP/Runtime/MCPAppRuntimeAdapterRegistry.swift	compatibility window-to-runtime mapping	weak adapters, immutable logical snapshots, exact tickets, sequence fences and replacement ordering	RepoPrompt	7	app-runtime-adapter	root/RepoPromptTests.MCPAppRuntimeAdapterRegistryTests	implemented_pending_validation	Phase 7 focused ticket 8479371d-59ee-4292-b81d-0a27aceccecc	Old tickets never discover replacement adapters; weak loss closes and drains only the exact runtime.
P7-ROUTE-001	routing_cutover	RepoPrompt	MCPBindingResolver; MCPConnectionManager; WindowScopedService; MCP window tool catalog	live WindowState/catalog identity resolution	immutable runtime snapshot resolution, admission before mapping, exact runtime plus mapping generation catalog dispatch	RepoPrompt	7	mcp-routing	root/RepoPromptTests.TabContextRoutingTests; root/RepoPromptTests.MCPRuntimeLifecycleTests	implemented_pending_validation	Phase 7 app build aa3fbb17-7c84-4df8-9107-03107256ac82	External window_id, resolver priorities/errors and app-proxy identity are preserved; runtime-capable work does not revalidate UI identity.
P7-LIFETIME-001	classification_add	none	Sources/RepoPrompt/Infrastructure/MCP/Runtime/MCPToolLifetimeCatalog.swift	all 26 canonical tools and reviewed operation variants	runtime-capable, UI-required or mixed with fail-closed future classification	RepoPrompt	7	mcp-tool-lifetime	root/RepoPromptTests.MCPToolLifetimeCatalogTests	implemented_pending_validation	Phase 7 static inventory	UI-only invocations cancel on close; mixed work retains exact admission and cannot rollback or retarget committed runtime results.
P7-LIFE-001	lifecycle_cutover	RepoPrompt	RepoPromptAppCoreContainer; WindowStateComposition; WindowState; AppDelegate	selected runtime construction, activation, close and app termination	register before hydration, publish after first snapshot activation, adapter-close then drain/count-zero shutdown	RepoPrompt	7	app-composition	root/RepoPromptTests.WorkspaceAuthorityCutoverTests	implemented_pending_validation	Phase 7 construction audit	Both Core and next-launch legacy workspace backends supply the same strong runtime facade; routing rollback is independently next-launch only.
P7-GUARD-001	structural_guard	Scripts	Scripts/core_isolation_guardrails.py; Scripts/test_core_isolation_guardrails.py	Core runtime neutrality, weak adapters, restricted handles, selection ownership, headless/proxy separation	live structural checks and negative fixtures	Scripts	7	guardrails		implemented_pending_validation	Phase 7 guard additions	Package graph remains unchanged; Phase 8 standalone routing is not implemented.
P7-FINAL-001	gate_evidence	Phase 7	docs/core-isolation/phases/phase-7.md	runtime identity and weak UI adapter cutover	focused implementation and app compile green; complete deterministic, ledger, package, Oracle, performance and live gates pending	Phase 7 close gate	7	phase-lead		no_go	Phase 7 checkpoint 2026-06-21	Append a superseding GO row only after the complete Phase 7 gate and stopped-process proof are green.
P7-LEDGER-001	test_census	Scripts/Fixtures/test-suite-contract-ledger.tsv	Scripts/Fixtures/test-suite-contract-ledger.tsv	1,938 exact live methods / 2,563 scenarios	Core 257/344; CoreMacOS 34/34; POSIX 3/3; provider 7/16; root 1,637/2,166	curated XCTest ledger	7	test-owner		implemented	Phase 7 verify-ledger 2026-06-21	Eighteen exact Phase 7 methods and 94 scenarios were added surgically; all retained IDs reconcile exactly.
P7-REV-001	independent_review	Phase 7 diff	Core runtime lifecycle; weak adapter registry; immutable MCP routing; lifetime catalog; app drain/termination	exact-admitted work, replacement/drain ordering, weak UI ownership and no retarget	bound-worktree production source	7	independent-review		implemented	Oracle review chat new-chat-BD4B19 2026-06-21	Published artifact selection remapped to main after one bounded repair; the same chat reviewed actual bound-worktree source inline. Suggested Phase 5 token releases were inapplicable because that token is immutable and non-refcounted; the counted runtime admission is released exactly once.
P7-LIVE-001	live_gate	RepoPrompt CE debug package	conductor smoke launch; final smoke; app stop; app status	existing repoprompt-mcp proxy identity and exact runtime routing	signed packaged proxy smoke plus matching-app stop and executable-identity proof	7	package-runtime		implemented	Phase 7 tickets a71a5cc8; d8aed424; bff9ef43; 24de62db	Final smoke covered windows, workspace switch, tree roots, worktree listing and role discovery; exact installed/worktree debug executable scan found zero processes after stop.
P7-FINAL-002	gate_evidence	Phase 7	docs/core-isolation/phases/phase-7.md	runtime identity and weak UI adapter cutover	all deterministic, full-root, platform, provider, style, exact-ledger, structural, product, Xcode, signed-package, performance, bounded Oracle and approved live gates green	Phase 7 close gate	7	phase-lead		go	Phase 7 final validation 2026-06-21	Supersedes P7-FINAL-001; no standalone headless routing or Phase 8/9 work was implemented, the debug app is stopped, and changes remain uncommitted.
P8-RUNTIME-001	implementation_add	RepoPromptHeadless	Sources/RepoPromptHeadless	direct NDJSON stdio lifecycle and request registry	exact initialize/framing/cancellation/concurrency/shutdown/EOF contract	independent standalone runtime	8	headless-runtime	headless/RepoPromptHeadlessTests.HeadlessMCPServerLifecycleTests; headless/RepoPromptHeadlessTests.HeadlessStdioTransportTests	implemented_pending_validation	Reviewed 21b5603f seed plus Phase 8 contract deltas	No app/Core session or Phase 7 runtime registry is constructed.
P8-SECURITY-001	implementation_add	RepoPromptHeadless	Sources/RepoPromptHeadless/Configuration; Sources/RepoPromptHeadless/Runtime; Sources/RepoPromptHeadless/Security	descriptor-confined roots, private state and export authority	openat/O_NOFOLLOW/fstat component walk; owner/type/mode/link enforcement; isolated v1 state and secret namespace	headless-owned security boundary	8	headless-security	headless/RepoPromptHeadlessTests.HeadlessSecureFileAccessTests; headless/RepoPromptHeadlessTests.HeadlessStateFileSecurityTests	implemented_pending_validation	Current focused ticket 32446e3e	State override is the complete absolute version root; ordinary uninstall preserves it.
P8-TOOLS-001	implementation_add	RepoPromptHeadless	Sources/RepoPromptHeadless/MCP/HeadlessToolRegistry.swift; Sources/RepoPromptHeadless/MCP/Tools	exact nine-tool safe profile and denied capability map	read-oriented registered implementations only; write/VCS/agents/app fail closed	headless tool registry	8	headless-tools	headless/RepoPromptHeadlessTests.SharedRuntimePhase0HeadlessCharacterizationTests	implemented_pending_validation	Frozen contract exhaustive registry	Permission booleans never activate denied tools without reviewed wiring and registration.
P8-BOUNDS-001	implementation_add	RepoPromptHeadless	Sources/RepoPromptHeadless/Runtime/HeadlessSearchService.swift; HeadlessFileCatalog.swift; HeadlessReadFileSlicer.swift	frozen file/tree/search/matcher/time limits	deterministic budget counters, injected clock and cooperative cancellation	headless bounded services	8	headless-runtime	headless/RepoPromptHeadlessTests.HeadlessSearchServiceTests; headless/RepoPromptHeadlessTests.HeadlessReadFileSlicerTests	implemented_pending_validation	Reviewed 21b5603f hardening	No arbitrary performance threshold replaces deterministic resource bounds.
P8-TEST-001	test_target_add	Package.swift	Tests/RepoPromptHeadlessTests	RepoPromptHeadlessTests / headless prefix	independent target depending only on RepoPromptHeadless	curated seven-prefix ledger	8	test-owner	headless/*	implemented_pending_ledger	Authoritative headless list 2026-06-22	All methods are additions; no existing IDs moved.
P8-CONDUCTOR-001	control_plane_add	Scripts	Scripts/conductor.py; Makefile	headless build/test/list/package/provenance/install/status/uninstall/smoke operations	dedicated headlessArtifact lane plus build/release coordination	developer daemon	8	control-plane		implemented_pending_validation	Conductor protocol 11	Existing debugArtifact/liveApp app lanes are unchanged.
P8-PACKAGE-001	package_add	Scripts	Scripts/package_headless.sh; build_headless_release_product.sh; headless_artifact_manifest.py; verify_headless_package.sh	independent debug/universal release artifact and manifest	version.env identity, signing, SHA-256, arch, owner/mode and Git provenance	HeadlessTools/{Debug,Release}	8	release-owner		implemented_pending_validation	Debug package ticket 604c5735	Never stages into RepoPrompt.app or app release products.
P8-INSTALL-001	installer_add	Scripts	Scripts/install_headless.sh	rpce-headless and rpce-headless-debug managed links	ownership-safe install/status/uninstall; explicit safe state deletion	standalone command install	8	release-owner		implemented_pending_validation	Phase 8 installer implementation	Default uninstall removes links/artifact/manifest and leaves Headless/v1.
P8-SMOKE-001	live_gate_add	Scripts	Scripts/smoke_packaged_headless_roundtrip.sh	isolated direct-stdio packaged roundtrip	isolated HOME/TMP/state; framing, lifecycle, tools, roots, special files, state modes and drain	standalone package smoke	8	package-runtime		implemented_pending_validation	Initial behavior ticket fe6efb74 excluded as packaged-path proof	Corrected staged-artifact rerun required.
P8-GUARD-001	structural_guard	Scripts	Scripts/core_isolation_guardrails.py; Scripts/test_core_isolation_guardrails.py	exact dependency/profile/state/secret/stdout/root/package separation	live structural checks plus negative fixtures	Scripts	8	guardrails		implemented_pending_validation	Phase 8 guard additions	App package, app bundle and repoprompt-mcp remain separate.
